Customer_ID,Quarter,Satisfaction_Score,Customer_Status,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Category,Churn_Reason,inter_ID,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,trans_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code
0018-NYROU,Q3,3,Stayed,No,0.0,57,5536.0,,,5615,False,0,5,,True,18.65,False,True,Fiber Optic,10.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,68.95,351.5,0.0,0.0,93.25,444.75,3743,1,Female,58,False,False,True,False,0,United States,California,Antelope,95843
0019-EFAEP,Q3,3,Stayed,No,0.0,53,5513.0,,,3791,False,0,72,Offer A,True,2.25,True,True,Fiber Optic,16.0,True,True,True,False,True,False,False,True,Two Year,True,Bank Withdrawal,101.3,7261.25,0.0,0.0,162.0,7423.25,47,1,Female,32,False,False,False,False,0,United States,California,La Mesa,91942
0019-GFNTW,Q3,3,Stayed,No,0.0,37,5795.0,,,5132,False,0,56,,False,0.0,False,True,DSL,19.0,True,True,True,True,False,False,False,True,Two Year,False,Bank Withdrawal,45.05,2560.1,0.0,0.0,0.0,2560.1,3260,1,Female,39,False,False,False,False,0,United States,California,Los Olivos,93441
0020-INWCK,Q3,5,Stayed,No,0.0,26,4865.0,,,4035,True,9,71,Offer A,True,27.26,True,True,Fiber Optic,12.0,False,True,True,False,False,True,True,True,Two Year,True,Credit Card,95.75,6849.4,0.0,0.0,1935.46,8784.86,291,1,Female,58,False,False,True,True,2,United States,California,Woodlake,93286
0020-JDNXP,Q3,4,Stayed,No,0.0,37,3607.0,,,6393,False,0,34,,False,0.0,False,True,DSL,20.0,True,False,True,True,True,True,True,True,One Year,False,Credit Card,61.25,1993.2,0.0,0.0,0.0,1993.2,6393,1,Female,52,False,False,True,True,1,United States,California,Point Reyes Station,94956
0021-IKXGC,Q3,4,Joined,No,0.0,50,4432.0,,,509,False,0,1,Offer E,True,7.77,True,True,Fiber Optic,22.0,False,False,False,False,False,False,False,True,One Year,True,Bank Withdrawal,72.1,72.1,0.0,0.0,7.77,79.87,849,1,Female,72,False,True,False,False,0,United States,California,San Marcos,92078
0022-TCJCI,Q3,1,Churned,Yes,1.0,92,2654.0,Dissatisfaction,Limited range of services,161,False,0,45,,True,10.67,False,True,DSL,17.0,True,False,True,False,False,True,False,True,One Year,False,Credit Card,62.7,2791.5,0.0,0.0,480.15,3271.65,501,1,Male,79,False,True,False,False,0,Country,California,Daly City,94015
0023-HGHWL,Q3,3,Churned,Yes,1.0,85,5437.0,Competitor,Competitor made better offer,289,False,0,1,,False,0.0,False,True,Cable,9.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,25.1,25.1,0.0,0.0,0.0,25.1,629,1,Male,67,False,True,False,False,0,Country,California,Morgan Hill,95037
0023-UYUPN,Q3,3,Stayed,No,0.0,61,4015.0,,,716,False,0,50,,True,31.43,True,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,25.2,1306.3,0.0,0.0,1571.5,2877.8,1056,1,Female,79,False,True,True,False,0,United States,California,Ahwahnee,93601
0023-XUOPT,Q3,1,Churned,Yes,1.0,75,2973.0,Other,Don't know,2448,True,1,13,,True,43.56,True,True,Fiber Optic,52.0,False,True,True,False,True,False,False,True,Month-to-Month,False,Bank Withdrawal,94.1,1215.6,0.0,0.0,566.28,1781.88,4320,1,Female,26,True,False,True,False,0,United States,California,Carnelian Bay,96140
0027-KWYKW,Q3,4,Stayed,No,0.0,78,3585.0,,,6129,True,1,23,Offer D,True,34.91,True,True,Fiber Optic,30.0,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,83.75,1849.95,0.0,0.0,802.93,2652.88,6129,1,Female,30,False,False,True,True,2,United States,California,Alpaugh,93201
0030-FNXPP,Q3,4,Joined,No,0.0,59,5634.0,,,3024,False,0,3,,True,3.12,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,19.85,57.2,0.0,0.0,9.36,66.56,4896,1,Female,22,True,False,False,False,0,United States,California,Keeler,93530
0031-PVLZI,Q3,1,Churned,Yes,1.0,81,4133.0,Price,Long distance charges,1406,False,0,4,Offer E,True,12.43,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.35,76.35,0.0,0.0,49.72,126.07,1746,1,Female,34,False,False,True,False,0,United States,California,Korbel,95550
0032-PGELS,Q3,1,Churned,Yes,1.0,74,5171.0,Attitude,Attitude of service provider,2518,True,1,1,,False,0.0,False,True,DSL,19.0,True,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,30.5,30.5,0.0,0.0,0.0,30.5,4390,1,Female,37,False,False,True,True,1,United States,California,Palomar Mountain,92060
0036-IHMOT,Q3,3,Stayed,No,0.0,65,5892.0,,,3063,True,10,55,,True,35.04,False,True,Fiber Optic,57.0,False,True,True,True,True,True,True,False,One Year,True,Bank Withdrawal,103.7,5656.75,0.0,20.0,1927.2,7603.95,4935,1,Female,37,False,False,True,True,3,United States,California,Parlier,93648
0040-HALCW,Q3,4,Stayed,No,0.0,60,6393.0,,,3314,True,3,54,,True,19.7,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.4,1090.6,0.0,0.0,1063.8,2154.4,5186,1,Male,42,False,False,True,True,3,United States,California,Modesto,95358
0042-JVWOJ,Q3,4,Stayed,No,0.0,26,3722.0,,,6514,False,0,26,Offer C,True,37.7,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,19.6,471.85,21.25,0.0,980.2,1430.8,6514,1,Male,64,False,False,False,False,0,United States,California,Glen Ellen,95442
0042-RLHYP,Q3,5,Stayed,No,0.0,76,4131.0,,,3369,True,5,69,,True,38.39,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,19.7,1396.9,0.0,0.0,2648.91,4045.81,5241,1,Female,47,False,False,True,True,3,United States,California,Eureka,95503
0048-LUMLS,Q3,5,Stayed,No,0.0,55,5263.0,,,3109,True,1,37,Offer C,True,43.01,False,True,Fiber Optic,51.0,False,False,False,False,True,True,True,True,One Year,False,Credit Card,91.2,3247.55,0.0,0.0,1591.37,4838.92,4981,1,Male,23,True,False,True,True,3,United States,California,Moss Beach,94038
0048-PIHNL,Q3,3,Stayed,No,0.0,20,6061.0,,,6796,True,5,49,Offer B,True,49.58,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,20.45,900.9,0.0,0.0,2429.42,3330.32,6796,1,Female,48,False,False,True,False,0,United States,California,Los Angeles,90058
0052-DCKON,Q3,3,Stayed,No,0.0,42,5845.0,,,5758,True,9,66,,True,43.77,True,True,Fiber Optic,41.0,True,True,True,True,True,True,True,True,One Year,False,Bank Withdrawal,115.8,7942.15,0.0,0.0,2888.82,10830.97,5758,1,Male,28,True,False,True,False,0,United States,California,Los Angeles,90063
0052-YNYOT,Q3,5,Stayed,No,0.0,72,5462.0,,,7018,False,0,67,,True,23.12,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,20.55,1343.4,30.53,0.0,1549.04,2861.91,7018,1,Female,28,True,False,False,False,0,United States,California,Calexico,92231
0056-EPFBG,Q3,3,Stayed,No,0.0,29,3899.0,,,5661,True,4,20,,False,0.0,False,True,Cable,22.0,True,False,True,True,False,False,False,True,Two Year,True,Credit Card,39.4,825.4,0.0,0.0,0.0,825.4,5661,1,Male,33,False,False,True,True,1,United States,California,Redding,96003
0057-QBUQH,Q3,4,Stayed,No,0.0,59,4797.0,,,6411,False,0,43,,True,30.64,True,False,,0.0,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,25.1,1070.15,0.0,0.0,1317.52,2387.67,6411,1,Female,31,False,False,False,True,3,United States,California,San Martin,95046
0058-EVZWM,Q3,3,Stayed,No,0.0,42,5875.0,,,4334,True,2,55,Offer B,True,5.08,True,True,Fiber Optic,9.0,True,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,89.8,4959.6,0.0,0.0,279.4,5239.0,2462,1,Female,37,False,False,True,False,0,United States,California,Stockton,95209
0060-FUALY,Q3,3,Stayed,No,0.0,26,5238.0,,,5729,True,4,59,Offer B,True,16.39,True,True,Fiber Optic,14.0,True,True,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,94.75,5597.65,0.0,0.0,967.01,6564.66,5729,1,Female,60,False,False,True,False,0,United States,California,Los Angeles,90003
0064-SUDOG,Q3,5,Stayed,No,0.0,57,5190.0,,,6818,True,3,12,,True,19.28,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,20.3,224.5,0.0,0.0,231.36,455.86,6818,1,Female,48,False,False,True,True,3,United States,California,Huntington Park,90255
0064-YIJGF,Q3,3,Stayed,No,0.0,46,4994.0,,,4972,True,7,27,Offer C,True,25.26,True,True,Fiber Optic,23.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,75.75,1929.0,0.0,0.0,682.02,2611.02,3100,1,Male,60,False,False,True,True,3,United States,California,Yermo,92398
0067-DKWBL,Q3,2,Churned,Yes,1.0,95,3475.0,Competitor,Competitor made better offer,44,False,0,2,,True,43.99,False,True,DSL,27.0,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,49.25,91.1,0.0,0.0,87.98,179.08,384,1,Male,69,False,True,False,False,0,Country,California,San Diego,92129
0068-FIGTF,Q3,3,Stayed,No,0.0,54,2297.0,,,6328,False,0,27,Offer C,True,48.91,False,True,DSL,59.0,False,True,True,True,True,True,True,True,One Year,False,Credit Card,78.2,2078.95,0.0,0.0,1320.57,3399.52,6328,1,Female,20,True,False,False,False,0,United States,California,Fremont,94539
0071-NDAFP,Q3,3,Stayed,No,0.0,65,5230.0,,,6499,True,1,25,,True,23.69,True,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,25.5,630.6,44.42,0.0,592.25,1178.43,6499,1,Male,31,False,False,True,True,3,United States,California,Santa Rosa,95405
0074-HDKDG,Q3,3,Stayed,No,0.0,66,3807.0,,,3257,True,5,25,,True,6.45,False,True,Cable,19.0,True,True,True,False,False,False,False,True,One Year,True,Bank Withdrawal,61.6,1611.0,44.9,0.0,161.25,1727.35,5129,1,Male,46,False,False,True,False,0,United States,California,San Jose,95126
0076-LVEPS,Q3,4,Stayed,No,0.0,73,3290.0,,,6881,False,0,29,,False,0.0,False,True,DSL,21.0,True,True,True,True,False,False,False,True,Month-to-Month,True,Credit Card,45.0,1242.45,12.26,0.0,0.0,1230.19,6881,1,Male,57,False,False,False,True,1,United States,California,Tujunga,91042
0078-XZMHT,Q3,3,Stayed,No,0.0,76,6322.0,,,2982,True,5,72,,True,32.36,True,True,DSL,52.0,False,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,85.15,6316.2,0.0,0.0,2329.92,8646.12,4854,1,Male,19,True,False,True,False,0,United States,California,Visalia,93291
0080-EMYVY,Q3,3,Stayed,No,0.0,57,4298.0,,,6457,False,0,14,,True,24.04,False,True,Cable,12.0,False,True,False,False,False,False,False,True,One Year,False,Credit Card,51.45,727.85,0.0,0.0,336.56,1064.41,6457,1,Female,64,False,False,False,False,0,United States,California,Lodi,95240
0080-OROZO,Q3,3,Stayed,No,0.0,36,3244.0,,,3295,False,0,35,Offer C,True,36.42,False,True,Fiber Optic,2.0,False,False,True,True,True,True,True,True,One Year,True,Bank Withdrawal,99.25,3532.0,0.0,0.0,1274.7,4806.7,5167,1,Female,38,False,False,False,False,0,United States,California,El Portal,95318
0082-LDZUE,Q3,5,Joined,No,0.0,57,4427.0,,,6317,False,0,1,Offer E,True,42.95,False,True,DSL,9.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,44.3,44.3,0.0,0.0,42.95,87.25,6317,1,Male,54,False,False,False,False,0,United States,California,Calistoga,94515
0082-OQIQY,Q3,5,Stayed,No,0.0,60,4561.0,,,5415,False,0,29,,True,2.05,False,True,Fiber Optic,17.0,False,False,False,True,True,True,True,False,Month-to-Month,True,Bank Withdrawal,94.2,2607.6,0.0,20.0,59.45,2687.05,3543,1,Male,50,False,False,False,False,0,United States,California,Farmington,95230
0083-PIVIK,Q3,3,Stayed,No,0.0,67,4761.0,,,6759,False,0,64,,True,5.49,True,True,DSL,69.0,True,True,True,True,True,False,False,False,One Year,False,Bank Withdrawal,81.25,5567.55,0.0,40.0,351.36,5958.91,6759,1,Male,25,True,False,False,False,0,United States,California,Tulelake,96134
0089-IIQKO,Q3,3,Stayed,No,0.0,43,4447.0,,,5709,True,1,39,,True,24.38,True,True,Fiber Optic,53.0,False,False,False,True,True,True,True,True,Month-to-Month,True,Credit Card,99.95,3767.4,0.0,0.0,950.82,4718.22,5709,1,Female,35,False,False,True,True,3,United States,California,Coleville,96107
0093-EXYQL,Q3,3,Stayed,No,0.0,59,5742.0,,,694,False,0,40,,True,44.14,False,True,Fiber Optic,23.0,False,False,False,False,True,True,False,True,Two Year,True,Bank Withdrawal,91.55,3673.6,0.0,0.0,1765.6,5439.2,1034,1,Female,72,False,True,False,False,0,United States,California,Ojai,93023
0093-XWZFY,Q3,1,Churned,Yes,1.0,93,2832.0,Competitor,Competitor had better devices,2529,False,0,40,,True,37.69,True,True,Fiber Optic,15.0,False,True,True,False,True,True,True,True,Month-to-Month,True,Credit Card,104.5,4036.85,0.0,0.0,1507.6,5544.45,4401,1,Male,51,False,False,False,False,0,United States,California,Desert Hot Springs,92241
0094-OIFMO,Q3,1,Churned,Yes,1.0,85,5980.0,Dissatisfaction,Product dissatisfaction,11,False,0,11,Offer D,True,11.59,False,True,Fiber Optic,29.0,False,True,False,False,True,True,False,False,Month-to-Month,True,Bank Withdrawal,95.0,1120.3,0.0,120.0,127.49,1367.79,351,1,Female,78,False,True,False,True,1,Country,California,North Hollywood,91605
0096-BXERS,Q3,3,Stayed,No,0.0,74,3442.0,,,5340,True,10,6,Offer E,True,42.66,True,True,Cable,85.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,50.35,314.55,0.0,0.0,255.96,570.51,3468,1,Female,30,False,False,True,False,0,United States,California,Inverness,94937
0096-FCPUF,Q3,3,Stayed,No,0.0,48,5039.0,,,3331,False,0,30,,True,2.64,True,True,DSL,15.0,True,False,False,False,False,True,True,True,Month-to-Month,True,Mailed Check,64.5,1888.45,0.0,0.0,79.2,1967.65,5203,1,Male,58,False,False,False,False,0,United States,California,Santa Rosa,95404
0098-BOWSO,Q3,5,Stayed,No,0.0,39,3792.0,,,3260,False,0,27,,True,20.66,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,19.4,529.8,0.0,0.0,557.82,1087.62,5132,1,Male,26,True,False,False,False,0,United States,California,San Jose,95131
0100-DUVFC,Q3,5,Stayed,No,0.0,57,5291.0,,,794,True,3,70,,True,39.49,True,True,Fiber Optic,28.0,False,True,True,False,True,True,False,True,One Year,True,Bank Withdrawal,104.8,7308.95,6.11,0.0,2764.3,10067.14,1134,1,Male,66,False,True,True,False,0,United States,California,Wilmington,90744
0103-CSITQ,Q3,5,Stayed,No,0.0,65,6026.0,,,5450,True,10,57,Offer B,True,8.01,True,True,Fiber Optic,73.0,False,True,True,True,True,True,True,True,One Year,True,Bank Withdrawal,109.4,6252.7,0.0,0.0,456.57,6709.27,3578,1,Female,20,True,False,True,False,0,United States,California,Modesto,95357
0104-PPXDV,Q3,5,Stayed,No,0.0,30,5232.0,,,2768,True,10,58,,True,18.37,False,True,DSL,18.0,False,False,True,False,False,False,False,True,One Year,False,Credit Card,50.3,2878.55,10.23,0.0,1065.46,3933.78,4640,1,Male,61,False,False,True,False,0,United States,California,San Diego,92113
0106-GHRQR,Q3,5,Stayed,No,0.0,39,3360.0,,,3649,False,0,16,,True,25.71,True,True,DSL,48.0,False,True,True,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,71.4,1212.1,0.0,0.0,411.36,1623.46,5521,1,Male,24,True,False,False,False,0,United States,California,Rancho Palos Verdes,90275
0106-UGRDO,Q3,3,Stayed,No,0.0,37,4216.0,,,4418,True,3,69,Offer A,True,38.52,True,True,Fiber Optic,27.0,True,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,116.0,8182.85,0.0,0.0,2657.88,10840.73,2546,1,Female,55,False,False,True,False,0,United States,California,Kenwood,95452
0107-WESLM,Q3,2,Churned,Yes,1.0,66,3874.0,Attitude,Attitude of support person,1371,False,0,1,Offer E,True,31.77,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,19.85,19.85,0.0,0.0,31.77,51.62,1711,1,Male,32,False,False,False,False,0,United States,California,West Point,95255
0107-YHINA,Q3,1,Churned,Yes,1.0,93,4214.0,Competitor,Competitor had better devices,1483,False,0,1,,True,40.71,True,True,Fiber Optic,25.0,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,99.75,99.75,0.0,0.0,40.71,140.46,1823,1,Male,59,False,False,False,False,0,United States,California,Los Angeles,90062
0111-KLBQG,Q3,5,Stayed,No,0.0,62,2844.0,,,519,True,9,32,Offer C,True,31.86,False,True,Fiber Optic,23.0,False,True,False,False,True,True,True,True,One Year,True,Mailed Check,93.95,2861.45,0.0,0.0,1019.52,3880.97,859,1,Male,71,False,True,True,True,1,United States,California,Morongo Valley,92256
0112-QAWRZ,Q3,3,Stayed,No,0.0,66,5560.0,,,5991,True,8,16,Offer D,True,48.71,True,True,Fiber Optic,12.0,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,90.8,1442.2,0.0,0.0,779.36,2221.56,5991,1,Male,49,False,False,True,True,2,United States,California,Palo Verde,92266
0112-QWPNC,Q3,2,Churned,Yes,1.0,73,6452.0,Competitor,Competitor offered higher download speeds,1950,True,1,49,Offer B,True,39.55,True,True,Cable,10.0,True,False,True,True,True,True,True,True,One Year,False,Bank Withdrawal,84.35,4059.35,0.0,0.0,1937.95,5997.3,3822,1,Male,61,False,False,True,False,0,United States,California,Valyermo,93563
0114-IGABW,Q3,5,Stayed,No,0.0,76,5224.0,,,2997,True,2,71,Offer A,False,0.0,False,True,Cable,29.0,False,True,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,58.25,4145.9,0.0,0.0,0.0,4145.9,4869,1,Female,40,False,False,True,False,0,United States,California,Cambria,93428
0114-PEGZZ,Q3,3,Stayed,No,0.0,33,4800.0,,,5696,False,0,33,,True,49.69,True,True,Fiber Optic,12.0,False,True,True,False,True,True,True,True,Month-to-Month,False,Bank Withdrawal,107.55,3645.5,0.0,0.0,1639.77,5285.27,5696,1,Female,39,False,False,False,False,0,United States,California,Round Mountain,96084
0114-RSRRW,Q3,4,Stayed,No,0.0,54,3831.0,,,3380,True,9,10,Offer D,True,49.6,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,19.95,187.75,0.0,0.0,496.0,683.75,5252,1,Female,21,True,False,True,False,0,United States,California,Klamath,95548
0115-TFERT,Q3,3,Churned,Yes,1.0,89,4123.0,Attitude,Attitude of service provider,1299,True,1,21,,True,36.26,True,True,Fiber Optic,59.0,False,True,True,True,True,True,True,False,Month-to-Month,True,Bank Withdrawal,111.2,2317.1,0.0,120.0,761.46,3198.56,1639,1,Male,24,True,False,True,False,0,United States,California,Fresno,93650
0117-LFRMW,Q3,2,Churned,Yes,1.0,80,3627.0,Competitor,Competitor offered more data,2309,True,1,37,,False,0.0,False,True,DSL,23.0,True,True,True,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,40.2,1448.8,0.0,0.0,0.0,1448.8,4181,1,Male,52,False,False,True,True,1,United States,California,Angwin,94508
0118-JPNOY,Q3,3,Stayed,No,0.0,46,5700.0,,,1064,False,0,26,,True,33.74,False,True,Fiber Optic,7.0,True,False,False,False,True,False,False,True,Month-to-Month,True,Credit Card,85.8,2193.65,0.0,0.0,877.24,3070.89,1404,1,Female,71,False,True,False,False,0,United States,California,Le Grand,95333
0121-SNYRK,Q3,3,Stayed,No,0.0,36,5052.0,,,3388,False,0,50,Offer B,False,0.0,False,True,DSL,7.0,True,False,False,True,False,False,False,True,One Year,True,Credit Card,35.4,1748.9,0.0,0.0,0.0,1748.9,5260,1,Male,45,False,False,False,False,0,United States,California,Redway,95560
0122-OAHPZ,Q3,3,Churned,Yes,1.0,67,2473.0,Competitor,Competitor made better offer,1204,False,0,7,,True,28.62,True,True,Fiber Optic,26.0,False,False,False,False,False,False,True,True,Month-to-Month,True,Bank Withdrawal,73.85,511.25,13.03,0.0,200.34,698.56,1544,1,Female,29,True,False,False,False,0,United States,California,San Diego,92122
0123-CRBRT,Q3,4,Stayed,No,0.0,40,5152.0,,,2715,True,1,61,Offer B,True,47.19,True,True,DSL,28.0,True,True,True,True,True,True,True,True,Two Year,False,Mailed Check,88.1,5526.75,0.0,0.0,2878.59,8405.34,4587,1,Female,62,False,False,True,False,0,United States,California,Monterey Park,91755
0125-LZQXK,Q3,2,Churned,Yes,1.0,91,3025.0,Attitude,Attitude of service provider,1373,False,0,15,Offer D,True,45.92,False,True,Fiber Optic,12.0,False,False,True,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,101.35,1553.95,0.0,0.0,688.8,2242.75,1713,1,Male,42,False,False,False,False,0,United States,California,Big Oak Flat,95305
0128-MKWSG,Q3,4,Stayed,No,0.0,45,3287.0,,,5869,False,0,26,,False,0.0,False,True,DSL,19.0,True,False,False,True,False,True,True,True,Month-to-Month,False,Credit Card,45.8,1147.0,0.0,0.0,0.0,1147.0,5869,1,Female,51,False,False,False,True,2,United States,California,Stevenson Ranch,91381
0129-KPTWJ,Q3,3,Stayed,No,0.0,20,5943.0,,,5565,True,9,72,,True,33.22,False,True,Fiber Optic,23.0,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,94.65,6747.35,0.0,0.0,2391.84,9139.19,3693,1,Male,39,False,False,True,False,0,United States,California,North Highlands,95660
0129-QMPDR,Q3,3,Stayed,No,0.0,59,3093.0,,,3760,True,1,44,,True,27.4,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,20.5,865.05,0.0,0.0,1205.6,2070.65,16,1,Male,64,False,False,True,False,0,United States,California,La Puente,91746
0130-SXOUN,Q3,3,Stayed,No,0.0,49,4889.0,,,6515,False,0,66,Offer A,True,48.78,True,True,Fiber Optic,8.0,False,True,False,False,False,True,True,False,Month-to-Month,False,Credit Card,89.4,5976.9,36.02,40.0,3219.48,9200.36,6515,1,Male,55,False,False,False,False,0,United States,California,Glenhaven,95443
